gene_1	gene_2	OG	species	dist_kaks	dist_tree	HGT_kaks	HGT_tree	HGT_topology	HGT
Fv10027v4.0_1c54f624-b8b0-4f35-aed6-38645ee72681	VDAG_Jr2_v4.0.NCBIorder_gene1010	OG0003608	VDAG_Jr2_v4.0.NCBIorder_vs_Fv10027v4.0	1.09784	0.214557	False	False	0	0
FORC_genomic_gene-AU210_011852	Fv10027v4.0_0c28c24a-bdfe-4295-a099-adb5dffb83db	OG0006557	Fv10027v4.0_vs_FORC_genomic	0.271947	0.083091	False	False	0	0
FORC_genomic_gene-AU210_010290	Fv10027v4.0_b7c3be27-f26d-43b8-9787-addc6139200b	OG0005908	Fv10027v4.0_vs_FORC_genomic	0.281655	0.010724	False	False	0	0
FORC_genomic_gene-AU210_007776	Fv10027v4.0_1c5a0ecc-b901-4a44-a97a-fa071ebe03ea	OG0004975	Fv10027v4.0_vs_FORC_genomic	0.250244	0.147691	False	False	0	0
FORC_genomic_gene-AU210_003897	VDAG_Jr2_v4.0.NCBIorder_gene7031	OG0003474	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.20738	0.646387	False	False	0	0
FORC_genomic_gene-AU210_002918	VDAG_Jr2_v4.0.NCBIorder_gene5620	OG0003095	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.18747	0.208926	False	False	0	0
VDAG_CQ2_11_01_2016_3bb87bfa-0a74-49b9-892a-cc6f8d176d67	VDAG_Jr2_v4.0.NCBIorder_gene3781	OG0005489	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0141631	0.0	False	False	0	0
VDAG_CQ2_11_01_2016_aee31232-cee5-4ce0-9bc8-166eae24609a	VDAG_Jr2_v4.0.NCBIorder_gene9028	OG0003991	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0113535	0.006424	False	False	0	0
FORC_genomic_gene-AU210_001250	VDAG_Jr2_v4.0.NCBIorder_gene118	OG0002455	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.60924	0.25675857	False	False	0	0
FORC_genomic_gene-AU210_004424	Fv10027v4.0_7d88faac-faff-48cc-b8f6-18157dc98c9f	OG0003772	Fv10027v4.0_vs_FORC_genomic	0.166848	0.039162	False	False	0	0
FORC_genomic_gene-AU210_011104	Fv10027v4.0_3b9c513b-1848-4f03-beba-ee78bc15ed4c	OG0006293	Fv10027v4.0_vs_FORC_genomic	0.191743	0.027616	False	False	0	0
FORC_genomic_gene-AU210_009142	VDAG_CQ2_11_01_2016_934e176c-4402-43fd-abe7-c7997325a710	OG0005488	VDAG_CQ2_11_01_2016_vs_FORC_genomic	1.54065	0.429465	False	False	0	0
FORC_genomic_gene-AU210_002949	Fv10027v4.0_34ebb2b6-47c4-4f49-a329-950e3f5feb83	OG0003107	Fv10027v4.0_vs_FORC_genomic	0.266881	0.025582	False	False	0	0
FORC_genomic_gene-AU210_009451	Fv10027v4.0_abe6e58b-6c0f-4981-8cd5-0ed12a8b908c	OG0005662	Fv10027v4.0_vs_FORC_genomic	0.332977	0.072777	False	False	0	0
FORC_genomic_gene-AU210_015401	Fv10027v4.0_9fd853e9-a218-43f5-8b07-8ef94fababf0	OG0006955	Fv10027v4.0_vs_FORC_genomic	0.439362	0.277204	False	False	0	0
VDAG_CQ2_11_01_2016_2282cda4-a074-4f32-b78a-5604fd2b4ba6	VDAG_Jr2_v4.0.NCBIorder_gene2719	OG0003001	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00529197	0.30291283	False	False	0	0
FORC_genomic_gene-AU210_008747	VDAG_Jr2_v4.0.NCBIorder_gene8474	OG0005375	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.67405	0.598683	False	False	0	0
VDAG_CQ2_11_01_2016_a0ae4f2f-f645-4b09-b7e8-11e6f415ca47	VDAG_Jr2_v4.0.NCBIorder_gene10756	OG0006442	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00331434	0.001306	False	False	0	0
FORC_genomic_gene-AU210_009777	Fv10027v4.0_57373eed-a663-4b11-bb0f-3fdb9d2a7766	OG0005801	Fv10027v4.0_vs_FORC_genomic	0.490996	0.178697	False	False	0	0
FORC_genomic_gene-AU210_005049	Fv10027v4.0_2ac283d8-b5ee-42a3-b0f8-4ca0248d73dd	OG0003984	Fv10027v4.0_vs_FORC_genomic	0.187945	0.0217	False	False	0	0
FORC_genomic_gene-AU210_009495	VDAG_Jr2_v4.0.NCBIorder_gene10536	OG0005684	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.40725	0.743609	False	False	0	0
FORC_genomic_gene-AU210_002384	VDAG_Jr2_v4.0.NCBIorder_gene8684	OG0002828	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.37856	0.635414	False	False	0	0
FORC_genomic_gene-AU210_006496	Fv10027v4.0_e594d686-616d-4ecc-a667-6bdfe3252b93	OG0004546	Fv10027v4.0_vs_FORC_genomic	0.174505	0.052721	False	False	0	0
FORC_genomic_gene-AU210_005942	VDAG_Jr2_v4.0.NCBIorder_gene992	OG0004224	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.99794	1.464098	False	False	0	0
VDAG_CQ2_11_01_2016_ad41938f-d676-4d74-9a06-d6353c0be963	VDAG_Jr2_v4.0.NCBIorder_gene7678	OG0006004	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00817431	0.068988	False	False	0	0
VDAG_CQ2_11_01_2016_5a81f2d9-b1fc-4f9f-8924-4e3625c9d1c2	VDAG_Jr2_v4.0.NCBIorder_gene8875	OG0002578	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0873056	0.133576	False	False	0	0
FORC_genomic_gene-AU210_002841	VDAG_CQ2_11_01_2016_93252e1d-4c2d-4786-953a-748861df9093	OG0003057	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.71878	0.494565	False	False	0	0
FORC_genomic_gene-AU210_010640	Fv10027v4.0_7f8b271c-e020-4ca0-ae0f-e4dfcc8268bf	OG0006104	Fv10027v4.0_vs_FORC_genomic	0.14284	0.016494	False	False	0	0
FORC_genomic_gene-AU210_005058	Fv10027v4.0_c808deb0-17b3-4736-bf51-6cf89306f8ec	OG0003987	Fv10027v4.0_vs_FORC_genomic	0.304927	0.018862	False	False	0	0
FORC_genomic_gene-AU210_005986	VDAG_CQ2_11_01_2016_fc10d40b-5816-4c46-98e0-aabeaecae75f	OG0004250	VDAG_CQ2_11_01_2016_vs_FORC_genomic	0.874558	0.636161	False	False	0	0
FORC_genomic_gene-AU210_005789	VDAG_Jr2_v4.0.NCBIorder_gene11323	OG0004138	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.39335	0.595107	False	False	0	0
FORC_genomic_gene-AU210_010718	Fv10027v4.0_d611ae6c-55db-44fa-9016-6ce6e141c969	OG0006150	Fv10027v4.0_vs_FORC_genomic	0.239782	0.009505	False	False	0	0
FORC_genomic_gene-AU210_010453	Fv10027v4.0_f5afe6d0-0646-4906-9f3a-c4b86ae88ff5	OG0006003	Fv10027v4.0_vs_FORC_genomic	0.319816	0.014496	False	False	0	0
FORC_genomic_gene-AU210_000488	Fv10027v4.0_84b181b1-f26b-48fb-b8e1-70de5c578f40	OG0002039	Fv10027v4.0_vs_FORC_genomic	0.270933	0.015748	False	False	0	0
FORC_genomic_gene-AU210_003239	Fv10027v4.0_02862997-3354-4201-9c7f-0cd87892dfb8	OG0003285	Fv10027v4.0_vs_FORC_genomic	0.29916	0.062588	False	False	0	0
VDAG_CQ2_11_01_2016_a7069ca3-5d23-4533-9307-9e1495e0f215	VDAG_Jr2_v4.0.NCBIorder_gene9171	OG0005672	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0149781	0.221733	False	False	0	0
VDAG_CQ2_11_01_2016_9de79e2d-cb2c-45a8-b0b5-8599c175cf25	VDAG_Jr2_v4.0.NCBIorder_gene10722	OG0005958	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00718047	0.0	False	False	0	0
FORC_genomic_gene-AU210_005858	VDAG_Jr2_v4.0.NCBIorder_gene9790	OG0004168	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.10451	0.73971	False	False	0	0
FORC_genomic_gene-AU210_008006	Fv10027v4.0_e1935532-ab7f-4232-98e0-a951b9b27b7e	OG0005107	Fv10027v4.0_vs_FORC_genomic	0.200667	0.163372	False	False	0	0
FORC_genomic_gene-AU210_000918	Fv10027v4.0_e49e8841-79d4-4fae-a4d7-14ba342db742	OG0002274	Fv10027v4.0_vs_FORC_genomic	0.1771	0.028713	False	False	0	0
Fv10027v4.0_969f5155-d723-4341-9f91-65ce9dd99b3c	VDAG_CQ2_11_01_2016_c750b573-22e0-4c55-85ba-ae7056abb40d	OG0004621	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	1.70553	0.701693	False	False	0	0
VDAG_CQ2_11_01_2016_007cbfda-0d3d-4d24-8f4d-68d204fa435a	VDAG_Jr2_v4.0.NCBIorder_gene3441	OG0006310	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0130158	0.0	False	False	0	0
FORC_genomic_gene-AU210_007993	VDAG_Jr2_v4.0.NCBIorder_gene1468	OG0005097	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.11541	0.325997	False	False	0	0
FORC_genomic_gene-AU210_010303	Fv10027v4.0_49244b0b-3f7f-4c36-9c85-f4fe43e6b738	OG0005916	Fv10027v4.0_vs_FORC_genomic	0.74786	0.197539	False	False	0	0
FORC_genomic_gene-AU210_006830	VDAG_Jr2_v4.0.NCBIorder_gene8461	OG0004724	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.343	1.743698	False	False	0	0
FORC_genomic_gene-AU210_001731	Fv10027v4.0_b042d11f-4fed-4487-b1df-516fe72f14d6	OG0002692	Fv10027v4.0_vs_FORC_genomic	0.456011	0.050911	False	False	0	0
FORC_genomic_gene-AU210_014130	VDAG_Jr2_v4.0.NCBIorder_gene8473	OG0006830	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.08252	0.38167	False	False	0	0
FORC_genomic_gene-AU210_007727	VDAG_Jr2_v4.0.NCBIorder_gene1610	OG0004949	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.59209	0.500538	False	False	0	0
VDAG_CQ2_11_01_2016_2174a120-1372-4f25-b405-0abc8d1fd379	VDAG_Jr2_v4.0.NCBIorder_gene8317	OG0004696	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00364387	0.033627	False	False	0	0
VDAG_CQ2_11_01_2016_857eef8d-76d3-4031-8a20-7853945815d7	VDAG_Jr2_v4.0.NCBIorder_gene6926	OG0003896	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0350551	0.004424	False	False	0	0
FORC_genomic_gene-AU210_006014	VDAG_Jr2_v4.0.NCBIorder_gene1117	OG0004265	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.8708	0.360943	False	False	0	0
VDAG_CQ2_11_01_2016_4714a6aa-ed32-4593-add4-424d6bf97b32	VDAG_Jr2_v4.0.NCBIorder_gene7935	OG0006512	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0144724	0.07862853	False	False	0	0
VDAG_CQ2_11_01_2016_77e61797-a911-4af2-9257-7c1fd2baa882	VDAG_Jr2_v4.0.NCBIorder_gene116	OG0002457	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0100666	0.059747968	False	False	0	0
VDAG_CQ2_11_01_2016_eec7c616-60ce-4f0b-86ba-987b78ccf98b	VDAG_Jr2_v4.0.NCBIorder_gene6796	OG0002837	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0147051	2e-06	False	False	0	0
FORC_genomic_gene-AU210_003027	VDAG_Jr2_v4.0.NCBIorder_gene1990	OG0003158	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.60204	0.704366	False	False	0	0
FORC_genomic_gene-AU210_007900	VDAG_CQ2_11_01_2016_2f68dea1-4297-4664-a767-770b97a194d5	OG0005049	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.34325	0.75933	False	False	0	0
FORC_genomic_gene-AU210_002646	Fv10027v4.0_43285208-5ffa-4670-9c59-df86f66725ce	OG0002946	Fv10027v4.0_vs_FORC_genomic	0.21842	0.116481	False	False	0	0
FORC_genomic_gene-AU210_004309	VDAG_Jr2_v4.0.NCBIorder_gene6463	OG0003706	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.30488	1.555456	False	False	0	0
FORC_genomic_gene-AU210_000557	Fv10027v4.0_25a68aa0-8ffd-432f-9057-0ea3fb9c3f5b	OG0002081	Fv10027v4.0_vs_FORC_genomic	0.154793	0.141152	False	False	0	0
VDAG_CQ2_11_01_2016_10b63cca-2df9-49ff-9456-51417786e02f	VDAG_Jr2_v4.0.NCBIorder_gene5694	OG0003908	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0158396	0.07466	False	False	0	0
Fv10027v4.0_bcdbbd91-88f7-4e06-add9-79455d658550	VDAG_CQ2_11_01_2016_a50ac91c-ccaf-4aee-9c09-271d3a761d84	OG0006728	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	2.84977	1.51953	False	False	0	0
VDAG_CQ2_11_01_2016_6cadfa0f-a1bc-48fb-b928-3354d48a3441	VDAG_Jr2_v4.0.NCBIorder_gene2990	OG0004466	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0337318	0.08530072	False	False	0	0
FORC_genomic_gene-AU210_015087	Fv10027v4.0_f96a8591-0a00-4a4c-b367-9edd12efc328	OG0006907	Fv10027v4.0_vs_FORC_genomic	0.31959	0.019772	False	False	0	0
VDAG_CQ2_11_01_2016_f1aba65d-e277-432c-a450-acb517cbe792	VDAG_Jr2_v4.0.NCBIorder_gene6452	OG0003703	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00929879	0.005587	False	False	0	0
VDAG_CQ2_11_01_2016_4a365b2e-befa-49ba-99b0-b2ba1057b951	VDAG_Jr2_v4.0.NCBIorder_gene10969	OG0002361	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0132255	0.008681	False	False	0	0
FORC_genomic_gene-AU210_011579	Fv10027v4.0_cf9de28f-350a-4aaf-ae79-bfb7c962f54c	OG0006423	Fv10027v4.0_vs_FORC_genomic	0.152361	0.033741	False	False	0	0
FORC_genomic_gene-AU210_006091	VDAG_CQ2_11_01_2016_d2c472c3-d83f-4774-8b0a-c3df7ddf7ce4	OG0004311	VDAG_CQ2_11_01_2016_vs_FORC_genomic	1.24236	0.477531	False	False	0	0
FORC_genomic_gene-AU210_005932	Fv10027v4.0_bc9c6e00-ec19-4039-8c56-1b6a2fee02ef	OG0004215	Fv10027v4.0_vs_FORC_genomic	0.225248	0.055799	False	False	0	0
FORC_genomic_gene-AU210_010631	Fv10027v4.0_0ffafd40-3a23-4242-97a7-13c28ced80b1	OG0006097	Fv10027v4.0_vs_FORC_genomic	0.189107	0.118392	False	False	0	0
FORC_genomic_gene-AU210_010236	VDAG_Jr2_v4.0.NCBIorder_gene7094	OG0005889	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.56473	0.389788	False	False	0	0
FORC_genomic_gene-AU210_010213	Fv10027v4.0_5abfafe0-5770-4d0f-9ea5-7ee83c01361f	OG0005872	Fv10027v4.0_vs_FORC_genomic	0.283225	0.016833	False	False	0	0
FORC_genomic_gene-AU210_000662	VDAG_Jr2_v4.0.NCBIorder_gene10943	OG0002138	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.42302	0.45022947	False	False	0	0
FORC_genomic_gene-AU210_006292	VDAG_Jr2_v4.0.NCBIorder_gene10163	OG0004427	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.60698	0.428407	False	False	0	0
FORC_genomic_gene-AU210_009427	VDAG_Jr2_v4.0.NCBIorder_gene2645	OG0005650	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.83122	0.530397	False	False	0	0
FORC_genomic_gene-AU210_010935	VDAG_CQ2_11_01_2016_8dc72ded-de1d-4b5b-8d63-2b6b69112767	OG0006260	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.82126	0.699435	False	False	0	0
FORC_genomic_gene-AU210_010905	VDAG_CQ2_11_01_2016_3d8b3de9-c8d1-47a9-b62e-de60caba9244	OG0006249	VDAG_CQ2_11_01_2016_vs_FORC_genomic	1.46741	0.3985024	False	False	0	0
FORC_genomic_gene-AU210_006696	Fv10027v4.0_e6d1412a-9942-43e9-b890-d0b7939d611a	OG0004670	Fv10027v4.0_vs_FORC_genomic	0.166357	0.115363	False	False	0	0
FORC_genomic_gene-AU210_001693	VDAG_Jr2_v4.0.NCBIorder_gene412	OG0002674	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.91729	1.1183232	False	False	0	0
FORC_genomic_gene-AU210_003127	VDAG_CQ2_11_01_2016_f8317045-9eaf-4161-888d-bea1fd1b90f2	OG0003228	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.4547	1.571487	False	False	0	0
FORC_genomic_gene-AU210_000730	Fv10027v4.0_fc2af0f0-2894-4e03-9b8d-ed1cb360e4b2	OG0002177	Fv10027v4.0_vs_FORC_genomic	0.213125	0.061727	False	False	0	0
FORC_genomic_gene-AU210_011550	Fv10027v4.0_36d01cbc-e6c4-4941-ae21-782222db659c	OG0006405	Fv10027v4.0_vs_FORC_genomic	0.219492	0.021532	False	False	0	0
VDAG_CQ2_11_01_2016_78f9dd8e-fdd0-4314-a95d-1f4937324140	VDAG_Jr2_v4.0.NCBIorder_gene8584	OG0006151	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00921446	0.0	False	False	0	0
FORC_genomic_gene-AU210_003485	Fv10027v4.0_6c3e3f3b-eb92-4447-b8b2-09b40b2ccb3b	OG0003405	Fv10027v4.0_vs_FORC_genomic	0.890577	0.583539	False	False	0	0
FORC_genomic_gene-AU210_009298	Fv10027v4.0_17de449e-7582-4ae5-b180-bb32de8a1231	OG0005575	Fv10027v4.0_vs_FORC_genomic	0.231845	0.29974	False	False	0	0
FORC_genomic_gene-AU210_004993	VDAG_Jr2_v4.0.NCBIorder_gene6586	OG0003945	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.41154	0.974212	False	False	0	0
FORC_genomic_gene-AU210_008332	Fv10027v4.0_119b24ec-62f6-4f46-a305-9bf241a7b86c	OG0005260	Fv10027v4.0_vs_FORC_genomic	0.19314	0.007706	False	False	0	0
FORC_genomic_gene-AU210_009063	Fv10027v4.0_3341a2a3-34fd-4267-bfe6-2a52a557fd4c	OG0005442	Fv10027v4.0_vs_FORC_genomic	0.229123	0.078503	False	False	0	0
FORC_genomic_gene-AU210_000886	VDAG_Jr2_v4.0.NCBIorder_gene4676	OG0002256	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.45604	0.240902	False	False	0	0
FORC_genomic_gene-AU210_001941	VDAG_Jr2_v4.0.NCBIorder_gene9594	OG0002737	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.25572	0.610108	False	False	0	0
FORC_genomic_gene-AU210_001085	VDAG_Jr2_v4.0.NCBIorder_gene4945	OG0002368	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.12086	0.803647	False	False	0	0
FORC_genomic_gene-AU210_010440	Fv10027v4.0_f8a6aba4-47f0-4e7a-a192-ab613c53b80c	OG0005994	Fv10027v4.0_vs_FORC_genomic	0.199433	0.007897	False	False	0	0
FORC_genomic_gene-AU210_003095	Fv10027v4.0_0c30a164-3d13-49a4-8162-85c5860714e1	OG0003207	Fv10027v4.0_vs_FORC_genomic	0.222854	0.049386	False	False	0	0
VDAG_CQ2_11_01_2016_999299fa-7217-4bff-9f84-e7d76da09b40	VDAG_Jr2_v4.0.NCBIorder_gene11404	OG0006585	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0097513	0.06339186	False	False	0	0
VDAG_CQ2_11_01_2016_8bad11ce-6425-4ccc-9123-dc9871c8f23d	VDAG_Jr2_v4.0.NCBIorder_gene724	OG0004407	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0237298	0.275635	False	False	0	0
FORC_genomic_gene-AU210_008563	Fv10027v4.0_4627d72c-0028-4438-b848-66b808a4347f	OG0005360	Fv10027v4.0_vs_FORC_genomic	1.26154	0.36586	False	False	0	0
FORC_genomic_gene-AU210_007881	VDAG_CQ2_11_01_2016_17e0e875-b06e-4f40-8e04-6037f8e42429	OG0005041	VDAG_CQ2_11_01_2016_vs_FORC_genomic	0.966479	0.484906	False	False	0	0
VDAG_CQ2_11_01_2016_25f1d9f1-61cb-426e-bb4e-fab3f5fd590a	VDAG_Jr2_v4.0.NCBIorder_gene9679	OG0002685	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0169724	0.122602	False	False	0	0
FORC_genomic_gene-AU210_010503	Fv10027v4.0_9342317d-eece-4a3f-af19-4f8c84f5969b	OG0006031	Fv10027v4.0_vs_FORC_genomic	0.161478	0.039365	False	False	0	0
FORC_genomic_gene-AU210_000880	VDAG_Jr2_v4.0.NCBIorder_gene10991	OG0002252	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.5463	0.868473	False	False	0	0
VDAG_CQ2_11_01_2016_a163f76e-1e62-48c3-ba4f-9e43bb06aa0d	VDAG_Jr2_v4.0.NCBIorder_gene5423	OG0005566	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.280221	0.46193564	False	False	0	0
Fv10027v4.0_7f3d6dfb-c6c7-4524-a14c-0c6c8764e97a	VDAG_Jr2_v4.0.NCBIorder_gene5805	OG0003539	VDAG_Jr2_v4.0.NCBIorder_vs_Fv10027v4.0	2.97743	0.92574	False	False	0	0
FORC_genomic_gene-AU210_006894	VDAG_Jr2_v4.0.NCBIorder_gene7949	OG0004756	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.88655	0.892685	False	False	0	0
VDAG_CQ2_11_01_2016_11005988-5889-4a4d-80f4-0712e84b9143	VDAG_Jr2_v4.0.NCBIorder_gene5859	OG0006945	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00588683	0.207833	False	False	0	0
FORC_genomic_gene-AU210_002883	VDAG_Jr2_v4.0.NCBIorder_gene2305	OG0003079	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.77655	0.321097	False	False	0	0
FORC_genomic_gene-AU210_008026	Fv10027v4.0_04d21355-e1cf-40f4-a50f-972656015667	OG0005121	Fv10027v4.0_vs_FORC_genomic	0.200274	0.036996	False	False	0	0
VDAG_CQ2_11_01_2016_41b3a4ff-b94f-4492-bb2d-38e5e0cbe74d	VDAG_Jr2_v4.0.NCBIorder_gene7562	OG0006575	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0163961	0.0	False	False	0	0
FORC_genomic_gene-AU210_001306	Fv10027v4.0_7d125bb5-4d6f-4f3c-b487-8c385a161251	OG0002484	Fv10027v4.0_vs_FORC_genomic	0.132225	0.012353	False	False	0	0
VDAG_CQ2_11_01_2016_e001c015-bc12-4dba-8e0e-98fe9dc33085	VDAG_Jr2_v4.0.NCBIorder_gene10383	OG0006834	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0117543	0.003854	False	False	0	0
FORC_genomic_gene-AU210_004295	Fv10027v4.0_1a7b5991-f1ab-492b-8604-7636fcb50cb9	OG0003696	Fv10027v4.0_vs_FORC_genomic	0.134459	0.019456	False	False	0	0
VDAG_CQ2_11_01_2016_38c4631e-21fd-4386-8f20-a0c1f27997d8	VDAG_Jr2_v4.0.NCBIorder_gene5371	OG0002960	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0642726	0.086254	False	False	0	0
VDAG_CQ2_11_01_2016_5281860d-87fd-4bb7-834d-59ef22b0304a	VDAG_Jr2_v4.0.NCBIorder_gene8688	OG0004834	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0139817	0.005479	False	False	0	0
FORC_genomic_gene-AU210_009403	VDAG_Jr2_v4.0.NCBIorder_gene3629	OG0005635	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	0.948821	0.989797	False	False	0	0
VDAG_CQ2_11_01_2016_980df88d-5388-421e-b912-8f0b444652b5	VDAG_Jr2_v4.0.NCBIorder_gene3358	OG0005366	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.106194	0.315241	False	False	0	0
FORC_genomic_gene-AU210_009154	VDAG_Jr2_v4.0.NCBIorder_gene2775	OG0005496	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	4.57135	0.448362	False	False	0	0
FORC_genomic_gene-AU210_003404	Fv10027v4.0_0261d054-7b10-40d0-a7fe-3cc6602e38a2	OG0003377	Fv10027v4.0_vs_FORC_genomic	0.435466	0.017001	False	False	0	0
FORC_genomic_gene-AU210_008160	VDAG_Jr2_v4.0.NCBIorder_gene8153	OG0005198	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.95732	0.583395	False	False	0	0
FORC_genomic_gene-AU210_000962	Fv10027v4.0_6eff069b-48d4-418c-9af1-57c066ab6e9e	OG0002298	Fv10027v4.0_vs_FORC_genomic	0.20353	0.06536	False	False	0	0
VDAG_CQ2_11_01_2016_398ae402-f52e-4067-ba7b-0c3225702896	VDAG_Jr2_v4.0.NCBIorder_gene11150	OG0002192	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0339706	0.1375283	False	False	0	0
VDAG_CQ2_11_01_2016_874ff259-bfa2-4df1-8784-f24932f89f92	VDAG_Jr2_v4.0.NCBIorder_gene10941	OG0002139	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0915584	0.14566371	False	False	0	0
FORC_genomic_gene-AU210_014129	Fv10027v4.0_7d62315a-7de5-4acd-b5c8-202e144409f7	OG0006829	Fv10027v4.0_vs_FORC_genomic	0.258731	0.025652	False	False	0	0
FORC_genomic_gene-AU210_007964	VDAG_Jr2_v4.0.NCBIorder_gene865	OG0005079	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.70365	1.047324	False	False	0	0
FORC_genomic_gene-AU210_008192	VDAG_Jr2_v4.0.NCBIorder_gene4845	OG0005214	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.26732	0.41328	False	False	0	0
FORC_genomic_gene-AU210_009765	VDAG_CQ2_11_01_2016_416a5042-71fe-4eae-9fbc-6df653c1d5ea	OG0005796	VDAG_CQ2_11_01_2016_vs_FORC_genomic	1.86425	0.610112	False	False	0	0
FORC_genomic_gene-AU210_006208	VDAG_Jr2_v4.0.NCBIorder_gene4908	OG0004372	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.68646	0.30481234	False	False	0	0
